timeStamp,Price,Open,High,Low,Vol.,Change %
23-Oct-20,"5,768.94","5,828.07","5,862.56","5,768.94",105.00M,-0.05%
22-Oct-20,"5,771.89","5,647.86","5,796.43","5,613.62",147.10M,1.53%
21-Oct-20,"5,684.67","5,929.99","5,937.09","5,667.52",196.61M,-4.21%
20-Oct-20,"5,934.23","5,962.08","5,966.27","5,905.88",107.81M,-0.20%
19-Oct-20,"5,946.08","5,973.12","5,987.66","5,945.79",139.86M,0.00%
16-Oct-20,"5,945.79","5,935.99","5,968.24","5,897.67",195.49M,0.44%
15-Oct-20,"5,920.00","5,919.79","5,940.39","5,890.13",211.32M,0.51%
14-Oct-20,"5,890.13","5,818.63","5,920.22","5,796.22",465.28M,1.50%
13-Oct-20,"5,802.97","5,849.74","5,879.39","5,790.10",582.04M,-0.65%
12-Oct-20,"5,841.05","5,814.18","5,869.26","5,798.72",360.51M,0.73%
9-Oct-20,"5,798.72","5,754.88","5,832.37","5,724.54",214.04M,1.30%
8-Oct-20,"5,724.54","5,565.20","5,733.70","5,553.22",143.45M,3.09%
7-Oct-20,"5,553.22","5,508.74","5,611.99","5,499.69",113.52M,0.34%
6-Oct-20,"5,534.61","5,482.87","5,760.01","5,390.81",163.32M,-0.94%
5-Oct-20,"5,587.18","5,871.45","6,050.17","5,536.93",268.77M,-7.65%
2-Oct-20,"6,050.17","5,997.96","6,075.27","5,984.84",215.06M,1.09%
30-Sep-20,"5,984.84","5,991.74","6,004.13","5,936.70",142.96M,-0.15%
29-Sep-20,"5,993.55","6,028.84","6,031.63","5,936.85",163.08M,-0.57%
28-Sep-20,"6,028.20","5,883.46","6,040.44","5,859.04",217.72M,2.89%
25-Sep-20,"5,859.04","5,820.06","5,878.30","5,811.20",453.96M,0.82%
24-Sep-20,"5,811.20","5,783.94","5,813.30","5,772.10",403.67M,0.68%
23-Sep-20,"5,772.10","5,803.89","5,804.48","5,738.87",158.31M,-0.15%
22-Sep-20,"5,780.94","5,786.30","5,804.03","5,762.71",134.19M,0.32%
21-Sep-20,"5,762.71","5,743.75","5,767.58","5,679.03",199.66M,0.73%
18-Sep-20,"5,720.67","5,678.50","5,727.54","5,658.66",182.01M,1.10%
17-Sep-20,"5,658.66","5,604.83","5,667.39","5,585.40",146.24M,1.31%
16-Sep-20,"5,585.40","5,554.10","5,598.22","5,533.69",185.08M,0.93%
15-Sep-20,"5,533.69","5,507.93","5,547.50","5,490.60",157.43M,0.78%
14-Sep-20,"5,490.60","5,450.63","5,499.46","5,438.91",110.09M,0.95%
11-Sep-20,"5,438.91","5,411.52","5,447.53","5,399.54",93.74M,0.73%
10-Sep-20,"5,399.54","5,380.35","5,406.62","5,370.39",133.70M,0.54%
9-Sep-20,"5,370.39","5,337.86","5,370.39","5,316.05",102.21M,1.02%
8-Sep-20,"5,316.05","5,308.74","5,325.64","5,306.58",99.28M,0.10%
7-Sep-20,"5,310.67","5,312.30","5,330.46","5,306.92",89.79M,-0.01%
4-Sep-20,"5,311.42","5,352.94","5,356.39","5,301.42",53.06M,-0.74%
3-Sep-20,"5,350.85","5,361.98","5,366.74","5,350.85",71.56M,-0.17%
2-Sep-20,"5,359.99","5,337.60","5,365.75","5,329.33",144.89M,0.58%
31-Aug-20,"5,329.33","5,321.37","5,339.90","5,309.53",70.11M,0.16%
28-Aug-20,"5,320.87","5,335.07","5,346.47","5,320.87",40.81M,-0.23%
27-Aug-20,"5,333.32","5,342.17","5,345.90","5,317.87",50.78M,-0.04%
26-Aug-20,"5,335.66","5,358.90","5,363.21","5,325.57",62.76M,-0.51%
25-Aug-20,"5,363.21","5,388.48","5,390.32","5,346.51",63.88M,-0.42%
24-Aug-20,"5,385.79","5,391.57","5,403.73","5,377.95",63.28M,0.06%
21-Aug-20,"5,382.38","5,362.40","5,386.18","5,357.89",69.01M,0.41%
20-Aug-20,"5,360.28","5,360.87","5,365.67","5,329.43",116.69M,0.17%
19-Aug-20,"5,351.03","5,293.35","5,358.26","5,279.92",119.31M,1.35%
18-Aug-20,"5,279.92","5,256.15","5,283.03","5,251.61",72.39M,0.54%
17-Aug-20,"5,251.61","5,269.26","5,274.73","5,241.57",87.22M,-0.20%
14-Aug-20,"5,261.99","5,245.79","5,265.58","5,235.61",119.31M,0.50%
13-Aug-20,"5,235.61","5,230.25","5,255.87","5,220.57",63.16M,0.29%
12-Aug-20,"5,220.57","5,209.37","5,226.95","5,196.40",67.55M,0.47%
11-Aug-20,"5,196.40","5,161.81","5,203.46","5,150.75",108.21M,0.89%
10-Aug-20,"5,150.75","5,177.73","5,179.43","5,140.00",76.29M,-0.50%
7-Aug-20,"5,176.48","5,218.15","5,234.58","5,167.23",64.44M,-0.01%
6-Aug-20,"5,176.85","5,157.83","5,185.23","5,146.44",44.97M,0.59%
5-Aug-20,"5,146.44","5,179.76","5,182.35","5,146.44",30.44M,-0.39%
4-Aug-20,"5,166.81","5,137.93","5,179.29","5,124.26",98.66M,0.83%
31-Jul-20,"5,124.26","5,092.54","5,135.39","5,088.10",82.10M,0.71%
30-Jul-20,"5,088.10","5,092.28","5,094.00","5,076.43",34.14M,-0.12%
29-Jul-20,"5,094.00","5,102.02","5,109.43","5,090.74",43.52M,-0.11%
28-Jul-20,"5,099.42","5,113.49","5,116.21","5,099.37",51.35M,-0.11%
27-Jul-20,"5,105.12","5,084.48","5,112.48","5,065.30",72.04M,0.79%
24-Jul-20,"5,065.30","5,041.11","5,071.59","5,038.68",62.09M,0.48%
23-Jul-20,"5,040.88","5,022.66","5,048.69","5,015.43",62.30M,0.42%
22-Jul-20,"5,019.79","5,036.61","5,041.84","5,019.79",29.85M,-0.29%
21-Jul-20,"5,034.45","5,051.11","5,051.50","5,026.39",29.72M,-0.09%
20-Jul-20,"5,038.85","4,999.68","5,039.68","4,988.50",102.78M,1.01%
17-Jul-20,"4,988.50","4,962.20","4,992.88","4,953.54",35.36M,0.71%
16-Jul-20,"4,953.54","4,920.64","4,964.62","4,916.69",30.46M,0.75%
15-Jul-20,"4,916.69","4,945.86","4,948.67","4,892.25",17.07M,-0.61%
14-Jul-20,"4,947.11","4,861.41","4,981.09","4,861.17",49.21M,1.38%
13-Jul-20,"4,879.76","4,894.60","4,992.62","4,800.50",49.82M,-2.26%
10-Jul-20,"4,992.62","5,070.34","5,090.41","4,987.84",75.08M,-1.92%
9-Jul-20,"5,090.41","5,077.17","5,097.57","5,069.52",34.53M,0.41%
8-Jul-20,"5,069.52","5,083.80","5,085.12","5,069.52",72.64M,-0.24%
7-Jul-20,"5,081.78","5,080.61","5,105.82","5,075.90",42.55M,0.12%
6-Jul-20,"5,075.90","5,052.49","5,085.64","5,031.76",40.91M,0.49%
3-Jul-20,"5,050.90","5,059.82","5,060.17","5,044.59",39.70M,-1.14%
2-Jul-20,"5,109.04","5,149.80","5,149.82","5,086.68",37.10M,-0.76%
1-Jul-20,"5,148.41","5,149.64","5,159.81","5,143.63",32.30M,-0.02%
30-Jun-20,"5,149.57","5,165.37","5,165.37","5,134.19",42.64M,-0.08%
29-Jun-20,"5,153.77","5,171.98","5,178.56","5,143.39",34.39M,-0.19%
26-Jun-20,"5,163.35","5,155.12","5,163.35","5,128.55",47.19M,0.35%
25-Jun-20,"5,145.55","5,129.18","5,153.12","5,111.94",52.81M,0.66%
24-Jun-20,"5,111.94","5,107.88","5,127.31","5,083.07",49.52M,0.57%
23-Jun-20,"5,083.07","5,052.60","5,094.92","5,046.50",83.15M,0.72%
22-Jun-20,"5,046.50","4,999.72","5,064.40","4,990.42",38.70M,1.12%
19-Jun-20,"4,990.42","4,979.88","5,001.34","4,966.29",31.95M,0.27%
18-Jun-20,"4,976.98","4,966.97","4,992.23","4,958.24",37.64M,0.38%
17-Jun-20,"4,958.24","4,932.70","4,983.34","4,915.56",80.81M,0.87%
16-Jun-20,"4,915.56","4,916.72","4,940.99","4,909.41",25.52M,0.10%
15-Jun-20,"4,910.83","4,909.06","4,923.49","4,894.13",30.93M,-0.08%
12-Jun-20,"4,914.83","4,891.68","4,921.83","4,876.89",33.28M,-0.05%
11-Jun-20,"4,917.24","4,931.14","4,952.08","4,909.14",40.48M,-0.01%
10-Jun-20,"4,917.54","4,923.16","4,937.42","4,909.48",35.08M,0.08%
9-Jun-20,"4,913.37","4,854.96","4,919.98","4,841.85",70.16M,1.48%
8-Jun-20,"4,841.85","4,795.66","4,841.85","4,781.03",65.80M,1.27%
4-Jun-20,"4,781.03","4,777.74","4,806.75","4,773.13",14.79M,-0.03%
3-Jun-20,"4,782.43","4,789.17","4,799.20","4,775.97",49.18M,-0.17%
2-Jun-20,"4,790.60","4,811.90","4,814.57","4,789.47",192.42M,-0.10%
1-Jun-20,"4,795.40","4,847.44","4,847.44","4,788.67",34.89M,-1.06%
29-May-20,"4,846.76","4,902.43","4,902.43","4,837.67",38.19M,-0.83%
28-May-20,"4,887.16","4,807.61","4,887.16","4,800.01",109.58M,1.82%
27-May-20,"4,800.01","4,784.01","4,813.09","4,768.73",35.29M,0.41%
26-May-20,"4,780.22","4,824.21","4,825.73","4,778.58",52.44M,-0.41%
22-May-20,"4,799.89","4,818.30","4,860.83","4,775.11",94.71M,0.32%
21-May-20,"4,784.80","4,692.99","4,807.09","4,655.22",51.84M,2.78%
20-May-20,"4,655.22","4,729.38","4,759.80","4,632.14",52.85M,-0.97%
19-May-20,"4,701.03","4,659.39","4,761.23","4,606.85",56.98M,2.04%
18-May-20,"4,606.85","4,479.64","4,634.18","4,439.04",34.81M,3.78%
15-May-20,"4,439.04","4,407.62","4,457.04","4,393.54",26.06M,1.04%
14-May-20,"4,393.54","4,387.09","4,426.98","4,367.25",85.09M,0.60%
13-May-20,"4,367.25","4,283.07","4,419.45","4,247.95",42.57M,2.81%
12-May-20,"4,247.95","4,308.56","4,392.43","4,219.03",193.37M,-3.29%
11-May-20,"4,392.43","4,393.56","4,571.63","4,384.10",4.41M,-3.92%
20-Mar-20,"4,571.63","4,768.94","4,874.73","4,558.32",23.60M,-6.22%
13-Mar-20,"4,874.73","5,005.77","5,019.55","4,814.90",52.70M,-2.89%
12-Mar-20,"5,019.55","5,171.13","5,204.52","5,007.36",34.98M,-3.55%
11-Mar-20,"5,204.52","5,128.38","5,223.80","5,121.91",29.56M,1.61%
10-Mar-20,"5,121.91","5,303.62","5,343.15","5,114.38",41.00M,-4.14%
6-Mar-20,"5,343.15","5,477.82","5,484.25","5,337.77",46.91M,-3.47%
5-Mar-20,"5,535.45","5,620.32","5,623.83","5,529.61",14.50M,0.00%
4-Mar-20,"5,535.45","5,620.32","5,623.83","5,529.61",14.50M,-1.48%
3-Mar-20,"5,618.41","5,620.63","5,649.71","5,614.29",31.96M,0.07%
2-Mar-20,"5,614.29","5,591.45","5,627.68","5,590.94",14.16M,0.38%
28-Feb-20,"5,592.92","5,666.07","5,667.87","5,587.52",21.56M,-1.32%
27-Feb-20,"5,667.87","5,646.42","5,694.79","5,643.62",16.00M,0.43%
26-Feb-20,"5,643.62","5,729.05","5,732.74","5,641.92",12.95M,-1.52%
25-Feb-20,"5,730.93","5,799.31","5,800.66","5,730.93",18.69M,-1.14%
24-Feb-20,"5,797.30","5,833.35","5,840.69","5,795.86",12.75M,-0.57%
20-Feb-20,"5,830.51","5,843.88","5,848.85","5,817.99",23.10M,-0.30%
19-Feb-20,"5,847.83","5,843.38","5,857.24","5,831.01",10.98M,0.29%
18-Feb-20,"5,831.01","5,816.75","5,832.58","5,814.27",17.23M,0.29%
17-Feb-20,"5,814.27","5,833.39","5,843.84","5,809.04",19.63M,-0.26%
14-Feb-20,"5,829.21","5,860.54","5,871.09","5,829.21",12.49M,-0.48%
13-Feb-20,"5,857.30","5,879.95","5,884.79","5,852.37",10.25M,-0.36%
12-Feb-20,"5,878.44","5,896.08","5,899.06","5,877.39",16.72M,-0.35%
11-Feb-20,"5,899.06","5,934.95","5,940.12","5,897.80",13.05M,-0.58%
10-Feb-20,"5,933.75","5,942.92","5,943.02","5,925.09",10.85M,-0.15%
7-Feb-20,"5,942.53","5,951.17","5,954.93","5,941.41",18.38M,-0.10%
6-Feb-20,"5,948.27","5,941.16","5,953.94","5,912.90",35.79M,0.10%
5-Feb-20,"5,942.07","5,932.25","5,945.46","5,924.25",9.86M,0.19%
3-Feb-20,"5,931.04","5,934.18","5,940.96","5,916.81",7.48M,0.02%
31-Jan-20,"5,929.76","5,927.23","5,939.53","5,923.40",15.35M,0.03%
30-Jan-20,"5,927.72","5,936.52","5,942.22","5,921.06",15.05M,-0.14%
29-Jan-20,"5,936.30","5,884.55","5,947.17","5,884.55",24.95M,0.87%
28-Jan-20,"5,884.81","5,918.66","5,934.63","5,880.11",13.94M,-0.84%
27-Jan-20,"5,934.63","5,991.42","5,992.92","5,931.19",14.46M,-0.95%
24-Jan-20,"5,991.29","5,982.38","5,996.32","5,979.28",11.98M,0.11%
23-Jan-20,"5,984.50","5,941.54","5,993.60","5,936.70",13.34M,0.73%
22-Jan-20,"5,941.42","5,925.82","5,963.35","5,914.33",918.76M,0.46%
21-Jan-20,"5,914.33","5,905.95","5,916.96","5,902.67",13.78M,0.14%
20-Jan-20,"5,906.20","5,933.83","5,944.67","5,897.33",12.25M,-0.45%
17-Jan-20,"5,932.92","5,945.56","5,948.43","5,924.10",11.36M,-0.14%
16-Jan-20,"5,940.99","5,974.00","5,976.27","5,927.04",124.91M,-0.46%
14-Jan-20,"5,968.63","5,982.09","5,994.70","5,965.70",16.36M,-0.20%
13-Jan-20,"5,980.67","5,981.29","6,008.89","5,980.67",58.32M,-0.11%
9-Jan-20,"5,987.55","5,913.13","5,996.64","5,898.84",175.74M,1.50%
8-Jan-20,"5,898.84","6,028.08","6,032.72","5,895.98",50.44M,-2.11%
7-Jan-20,"6,026.09","6,077.65","6,084.13","6,020.83",34.00M,-0.72%
6-Jan-20,"6,069.93","6,118.15","6,119.74","6,066.78",30.46M,-0.68%
3-Jan-20,"6,111.28","6,111.31","6,138.36","6,099.38",38.90M,0.05%
2-Jan-20,"6,108.53","6,134.44","6,137.68","6,099.50",49.48M,-0.34%
31-Dec-19,"6,129.21","6,165.71","6,175.76","6,122.52",49.67M,-0.44%
30-Dec-19,"6,156.00","6,130.10","6,157.99","6,122.64",48.09M,0.54%
27-Dec-19,"6,122.64","6,088.75","6,122.64","6,086.69",24.22M,0.59%
26-Dec-19,"6,086.69","6,054.78","6,086.69","6,052.62",39.71M,0.55%
24-Dec-19,"6,053.12","6,031.74","6,060.16","6,030.82",8.66M,0.35%
23-Dec-19,"6,031.81","6,046.85","6,048.67","6,031.81",13.05M,-0.21%
20-Dec-19,"6,044.73","6,045.39","6,059.70","6,043.13",43.56M,-0.01%
19-Dec-19,"6,045.27","6,062.36","6,065.63","6,039.40",8.69M,-0.23%
18-Dec-19,"6,059.09","6,062.11","6,063.60","6,049.02",7.89M,-0.05%
17-Dec-19,"6,062.33","6,059.53","6,063.11","6,051.38",7.66M,0.09%
16-Dec-19,"6,057.00","6,085.68","6,089.67","6,052.85",10.96M,-0.54%
13-Dec-19,"6,089.67","6,101.29","6,110.93","6,088.59",12.88M,-0.16%
12-Dec-19,"6,099.66","6,064.56","6,115.55","6,060.20",21.30M,0.65%
10-Dec-19,"6,060.20","6,101.01","6,103.63","6,050.99",14.82M,-0.71%
9-Dec-19,"6,103.63","6,152.85","6,154.13","6,102.86",18.44M,-0.75%
6-Dec-19,"6,149.57","6,162.09","6,167.94","6,143.33",29.65M,-0.18%
5-Dec-19,"6,160.88","6,206.85","6,214.67","6,160.88",67.43M,-0.73%
4-Dec-19,"6,206.40","6,217.27","6,228.68","6,205.00",35.25M,-0.14%
3-Dec-19,"6,214.99","6,218.92","6,228.79","6,201.43",74.31M,0.00%
2-Dec-19,"6,215.23","6,218.29","6,239.17","6,211.97",38.78M,0.05%
29-Nov-19,"6,211.97","6,203.94","6,239.32","6,201.12",62.92M,0.17%
28-Nov-19,"6,201.12","6,182.85","6,236.93","6,118.87",90.54M,1.34%
27-Nov-19,"6,118.87","6,105.25","6,123.95","6,094.85",72.35M,0.39%
26-Nov-19,"6,094.85","6,083.32","6,117.60","6,083.31",32.51M,0.18%
25-Nov-19,"6,083.74","6,117.74","6,128.19","6,078.40",41.17M,-0.38%
22-Nov-19,"6,107.06","6,182.68","6,185.66","6,107.06",61.31M,-0.51%
21-Nov-19,"6,138.33","6,144.71","6,160.60","6,132.60",54.27M,0.00%
20-Nov-19,"6,138.59","6,145.75","6,175.44","6,124.41",89.83M,-0.07%
19-Nov-19,"6,142.76","6,143.01","6,181.90","6,122.03",72.95M,0.22%
18-Nov-19,"6,129.56","6,089.78","6,136.13","6,023.02",116.45M,1.77%
15-Nov-19,"6,023.02","5,983.85","6,025.55","5,977.60",59.72M,0.72%
14-Nov-19,"5,980.07","5,993.16","6,003.23","5,976.79",22.91M,-0.16%
13-Nov-19,"5,989.42","5,967.41","5,997.62","5,954.62",31.29M,0.58%
8-Nov-19,"5,954.62","5,935.40","5,965.44","5,932.07",37.88M,0.38%
7-Nov-19,"5,932.07","5,955.54","5,959.37","5,928.18",36.75M,-0.41%
6-Nov-19,"5,956.52","5,992.63","5,998.37","5,951.67",22.59M,-0.62%
5-Nov-19,"5,993.66","6,010.71","6,021.15","5,993.66",31.26M,-0.27%
4-Nov-19,"6,010.18","6,038.12","6,041.10","6,007.62",40.29M,-0.36%
1-Nov-19,"6,032.08","5,995.36","6,045.09","5,990.24",48.36M,0.70%
31-Oct-19,"5,990.24","5,960.18","6,000.22","5,957.27",70.56M,0.55%
30-Oct-19,"5,957.27","5,963.89","5,964.25","5,937.81",53.90M,-0.12%
29-Oct-19,"5,964.25","5,950.17","5,970.83","5,946.08",53.99M,0.31%
28-Oct-19,"5,946.08","5,939.68","5,949.68","5,927.94",39.36M,0.18%
25-Oct-19,"5,935.26","5,918.02","5,945.88","5,916.28",112.43M,0.32%
24-Oct-19,"5,916.28","5,891.93","5,923.92","5,888.34",54.61M,0.47%
23-Oct-19,"5,888.34","5,883.23","5,893.42","5,880.40",32.94M,0.14%
22-Oct-19,"5,880.40","5,865.59","5,882.75","5,863.99",36.78M,0.28%
21-Oct-19,"5,863.99","5,864.51","5,875.35","5,857.75",28.02M,0.01%
18-Oct-19,"5,863.48","5,862.46","5,875.07","5,853.20",71.90M,0.06%
17-Oct-19,"5,860.09","5,837.89","5,865.01","5,836.62",20.71M,0.40%
16-Oct-19,"5,836.62","5,841.52","5,859.91","5,829.83",36.17M,-0.07%
15-Oct-19,"5,840.48","5,870.02","5,876.21","5,830.45",37.49M,-0.50%
14-Oct-19,"5,870.09","5,845.08","5,897.11","5,834.66",43.47M,0.61%
11-Oct-19,"5,834.66","5,824.59","5,844.99","5,808.09",92.96M,0.35%
10-Oct-19,"5,814.44","5,819.38","5,835.17","5,805.17",48.73M,0.08%
9-Oct-19,"5,809.59","5,744.59","5,817.95","5,738.90",52.72M,1.23%
8-Oct-19,"5,738.90","5,714.20","5,740.12","5,708.92",13.15M,0.53%
7-Oct-19,"5,708.92","5,695.36","5,715.29","5,689.90",13.83M,0.33%
4-Oct-19,"5,689.90","5,677.92","5,690.44","5,673.39",8.49M,0.22%
3-Oct-19,"5,677.50","5,696.88","5,697.93","5,667.43",14.38M,-0.36%
2-Oct-19,"5,697.93","5,738.75","5,738.78","5,693.41",13.30M,-0.62%
1-Oct-19,"5,733.64","5,738.17","5,741.89","5,732.49",7.59M,-0.08%
30-Sep-19,"5,738.24","5,771.37","5,775.72","5,726.20",26.45M,-0.58%
27-Sep-19,"5,771.69","5,774.40","5,794.63","5,766.62",20.18M,-0.02%
26-Sep-19,"5,772.76","5,762.01","5,781.22","5,758.92",16.78M,0.18%
25-Sep-19,"5,762.40","5,737.22","5,763.11","5,735.12",19.27M,0.33%
24-Sep-19,"5,743.54","5,778.78","5,779.58","5,738.10",18.63M,-0.57%
23-Sep-19,"5,776.48","5,795.24","5,795.40","5,775.06",17.28M,-0.30%
20-Sep-19,"5,793.89","5,809.23","5,811.04","5,790.47",22.20M,-0.30%
19-Sep-19,"5,811.04","5,811.43","5,833.54","5,807.51",16.34M,0.06%
18-Sep-19,"5,807.51","5,808.23","5,816.29","5,802.10",20.15M,-0.06%
17-Sep-19,"5,811.07","5,828.36","5,834.16","5,804.62",312.99M,-0.29%
16-Sep-19,"5,828.14","5,826.54","5,845.85","5,825.54",31.25M,0.04%
12-Sep-19,"5,825.54","5,817.51","5,832.80","5,816.69",49.59M,0.08%
11-Sep-19,"5,820.84","5,823.12","5,827.36","5,809.67",35.65M,-0.03%
10-Sep-19,"5,822.47","5,814.92","5,828.43","5,812.60",59.65M,0.10%
9-Sep-19,"5,816.52","5,804.78","5,818.14","5,798.57",41.06M,0.31%
6-Sep-19,"5,798.57","5,845.67","5,850.25","5,787.95",41.26M,-0.88%
5-Sep-19,"5,850.25","5,861.56","5,886.46","5,836.37",35.42M,-0.19%
4-Sep-19,"5,861.54","5,884.56","5,892.65","5,858.58",43.93M,-0.37%
3-Sep-19,"5,883.42","5,879.86","5,889.61","5,877.58",92.41M,0.09%
2-Sep-19,"5,878.29","5,893.34","5,901.37","5,878.29",82.31M,-0.20%
30-Aug-19,"5,889.86","5,901.12","5,910.02","5,889.31",61.27M,-0.18%
29-Aug-19,"5,900.48","5,916.24","5,923.19","5,897.32",29.25M,-0.18%
28-Aug-19,"5,910.92","5,910.79","5,924.84","5,908.93",32.02M,0.03%
27-Aug-19,"5,908.93","5,881.41","5,911.34","5,880.72",28.31M,0.46%
26-Aug-19,"5,881.72","5,898.76","5,906.32","5,876.33",16.31M,-0.28%
23-Aug-19,"5,898.47","5,905.22","5,920.42","5,888.83",22.56M,-0.11%
22-Aug-19,"5,905.02","5,910.64","5,913.90","5,899.75",26.64M,-0.05%
21-Aug-19,"5,907.74","5,912.56","5,932.56","5,907.51",31.42M,-0.08%
20-Aug-19,"5,912.46","5,870.56","5,919.38","5,868.11",24.22M,0.74%
19-Aug-19,"5,869.07","5,897.01","5,897.21","5,865.18",18.52M,-0.43%
16-Aug-19,"5,894.51","5,921.73","5,941.91","5,884.51",31.72M,-0.38%
15-Aug-19,"5,917.15","5,951.78","5,956.65","5,911.04",35.59M,-0.54%
13-Aug-19,"5,949.30","5,982.19","6,017.98","5,943.11",55.21M,0.10%
9-Aug-19,"5,943.11","5,877.06","5,965.00","5,875.58",53.67M,1.10%
8-Aug-19,"5,878.26","5,891.72","5,908.74","5,877.68",32.34M,-0.19%
7-Aug-19,"5,889.68","5,848.20","5,895.27","5,844.36",43.24M,0.73%
6-Aug-19,"5,846.94","5,887.84","5,893.22","5,843.96",34.20M,-0.73%
5-Aug-19,"5,889.67","5,896.81","5,913.04","5,885.55",36.06M,-0.09%
2-Aug-19,"5,894.70","5,893.09","5,908.77","5,815.29",44.36M,-0.04%
1-Aug-19,"5,897.26","5,946.06","5,951.46","5,890.41",40.37M,-0.64%
31-Jul-19,"5,935.34","5,949.24","5,962.60","5,924.25",38.60M,-0.28%
30-Jul-19,"5,951.75","6,005.37","6,047.50","5,929.46",57.35M,-0.72%
29-Jul-19,"5,995.20","5,877.39","6,009.32","5,872.89",60.67M,2.08%
26-Jul-19,"5,872.89","5,798.68","5,884.96","5,794.66",50.66M,1.35%
25-Jul-19,"5,794.66","5,750.48","5,820.40","5,745.97",50.21M,0.85%
24-Jul-19,"5,745.97","5,687.30","5,760.55","5,683.47",43.88M,1.10%
23-Jul-19,"5,683.47","5,658.01","5,688.35","5,656.99",19.07M,0.42%
22-Jul-19,"5,659.77","5,721.14","5,723.76","5,659.77",18.02M,-0.97%
19-Jul-19,"5,715.14","5,699.68","5,724.13","5,695.69",75.66M,0.34%
18-Jul-19,"5,695.69","5,647.98","5,699.26","5,645.65",51.95M,0.89%
17-Jul-19,"5,645.65","5,587.88","5,651.73","5,587.36",35.34M,1.04%
15-Jul-19,"5,587.36","5,567.68","5,590.86","5,565.63",2.64B,0.31%
12-Jul-19,"5,569.94","5,557.64","5,578.84","5,551.48",13.44M,0.16%
11-Jul-19,"5,561.28","5,523.95","5,563.32","5,521.83",23.64M,0.71%
10-Jul-19,"5,521.83","5,511.13","5,533.50","5,510.92",18.37M,0.13%
9-Jul-19,"5,514.40","5,505.08","5,518.88","5,498.05",20.28M,0.18%
8-Jul-19,"5,504.60","5,519.21","5,519.25","5,500.72",11.01M,-0.20%
5-Jul-19,"5,515.81","5,510.73","5,543.11","5,508.26",16.06M,0.12%
4-Jul-19,"5,508.97","5,412.54","5,509.08","5,411.55",37.93M,1.80%
3-Jul-19,"5,411.55","5,391.66","5,420.06","5,390.32",29.75M,0.38%
2-Jul-19,"5,391.21","5,376.60","5,393.04","5,376.60",6.38M,0.27%
1-Jul-19,"5,376.67","5,372.00","5,377.15","5,365.72",36.85M,0.08%
28-Jun-19,"5,372.28","5,345.50","5,372.29","5,342.19",9.89M,0.51%
27-Jun-19,"5,345.13","5,347.76","5,353.90","5,342.91",20.47M,-0.06%
26-Jun-19,"5,348.57","5,342.31","5,352.29","5,342.31",7.24M,0.11%
25-Jun-19,"5,342.49","5,352.51","5,356.66","5,337.52",10.87M,-0.22%
24-Jun-19,"5,354.53","5,367.41","5,369.23","5,348.60",5.16M,-0.17%
21-Jun-19,"5,363.50","5,373.19","5,385.16","5,360.64",37.67M,-0.17%
20-Jun-19,"5,372.37","5,392.19","5,395.42","5,372.37",12.67M,-0.37%
19-Jun-19,"5,392.30","5,374.27","5,401.03","5,374.27",61.16M,0.31%
18-Jun-19,"5,375.60","5,385.11","5,391.40","5,375.60",40.92M,-0.17%
17-Jun-19,"5,384.93","5,383.66","5,396.83","5,381.75",-,0.02%
14-Jun-19,"5,383.72","5,388.03","5,401.03","5,383.72",-,-0.07%
13-Jun-19,"5,387.36","5,377.19","5,399.23","5,375.42",-,0.16%
12-Jun-19,"5,378.73","5,336.43","5,382.10","5,335.29",-,0.81%
11-Jun-19,"5,335.29","5,323.77","5,338.35","5,323.07",-,0.23%
10-Jun-19,"5,323.07","5,298.50","5,328.10","5,291.00",6.84M,0.47%
7-Jun-19,"5,298.18","5,280.86","5,301.31","5,276.58",-,0.40%
6-Jun-19,"5,276.84","5,274.61","5,290.21","5,273.87",8.63M,-0.01%
4-Jun-19,"5,277.32","5,301.53","5,303.43","5,277.32",11.68M,-0.42%
3-Jun-19,"5,299.50","5,315.13","5,317.70","5,298.77",7.57M,-0.22%
31-May-19,"5,310.95","5,324.73","5,338.14","5,309.14",16.07M,-0.26%
30-May-19,"5,324.54","5,320.12","5,327.79","5,313.31",10.67M,0.59%
29-May-19,"5,293.49","5,293.21","5,298.82","5,278.38",146.08M,0.00%
28-May-19,"5,293.49","5,293.21","5,298.82","5,278.38",146.08M,0.04%
27-May-19,"5,291.49","5,297.62","5,314.62","5,291.49",9.73M,-0.07%
24-May-19,"5,295.11","5,313.28","5,313.30","5,293.99",8.84M,-0.20%
23-May-19,"5,305.80","5,292.49","5,312.47","5,292.35",7.08M,0.19%
22-May-19,"5,295.68","5,294.05","5,309.39","5,291.28",8.45M,0.08%
21-May-19,"5,291.28","5,263.19","5,304.90","5,259.71",16.86M,0.60%
17-May-19,"5,259.71","5,252.99","5,276.50","5,245.39",70.69M,0.15%
16-May-19,"5,251.79","5,199.78","5,259.65","5,198.95",11.88M,1.00%
15-May-19,"5,199.98","5,223.96","5,226.49","5,192.63",11.44M,-0.45%
14-May-19,"5,223.69","5,308.13","5,308.13","5,219.88",15.00M,-1.57%
13-May-19,"5,307.20","5,327.85","5,345.34","5,307.20",6.14M,-0.38%
10-May-19,"5,327.68","5,351.99","5,365.87","5,315.69",10.62M,-0.46%
9-May-19,"5,352.20","5,371.06","5,374.86","5,349.04",7.91M,-0.39%
8-May-19,"5,372.97","5,380.70","5,391.23","5,368.32",7.91M,-0.18%
